id,stationID,longitude,latitude,live,avg,cityID,stateID
site_5472,"Madan Mohan Malaviya University of Technology, Gorakhpur - UPPCB",83.433859,26.730136,TRUE,19,Gorakhpur,Uttar Pradesh
site_1569,"New Collectorate, Baghpat - UPPCB",77.213357,28.974801,FALSE,,Baghpat,Uttar Pradesh
site_5585,"Sardar Patel Inter College, Baghpat - UPPCB",77.278761,28.964949,TRUE,37,Baghpat,Uttar Pradesh
site_5483,"Omex Eternity, Vrindavan - UPPCB",77.655757,27.571409,TRUE,45,Vrindavan,Uttar Pradesh
site_5049,"Sector-12, Karnal - HSPCB",77.0027,29.6953,TRUE,54,Karnal,Haryana
site_5056,"Police Lines, Jind - HSPCB",76.337619,29.307814,TRUE,77,Jind,Haryana
site_5051,"F-Block, Sirsa - HSPCB",75.0158,29.5364,TRUE,72,Sirsa,Haryana
site_5340,"New Industrial Town, Faridabad - HSPCB",77.30059,28.39072,TRUE,146,Faridabad,Haryana
site_5342,"Sector 11, Faridabad - HSPCB",77.315741,28.376058,TRUE,110,Faridabad,Haryana
site_5341,"Sector 30, Faridabad - HSPCB",77.3217,28.4417,TRUE,83,Faridabad,Haryana
site_263,"Sector- 16A, Faridabad - HSPCB",77.3099081,28.4088421,FALSE,,Faridabad,Haryana
site_5025,"NISE Gwal Pahari, Gurugram - IMD",77.148944,28.422681,TRUE,83,Gurugram,Haryana
site_5345,"Sector-51, Gurugram - HSPCB",77.0667,28.4227,TRUE,107,Gurugram,Haryana
site_5344,"Teri Gram, Gurugram - HSPCB",77.1465,28.4275,TRUE,110,Gurugram,Haryana
site_146,"Vikas Sadan, Gurugram - HSPCB",77.0263051,28.4501238,FALSE,,Gurugram,Haryana
site_5044,"Municipal Corporation Office, Dharuhera -  HSPCB",76.7997,28.2068,FALSE,,Dharuhera,Haryana
site_5057,"Urban Estate-II, Hisar - HSPCB",75.744941,29.14056,TRUE,111,Hisar,Haryana
site_5045,"Arya Nagar, Bahadurgarh - HSPCB",76.9254,28.6701,TRUE,95,Bahadurgarh,Haryana
site_5052,"Patti Mehar, Ambala - HSPCB",76.778328,30.379589,TRUE,56,Ambala,Haryana
site_5048,"Sector-18, Panipat - HSPCB",76.993331,29.497973,TRUE,73,Panipat,Haryana
site_5043,"Sector-7, Kurukshetra - HSPCB",76.875879,29.966942,TRUE,80,Kurukshetra ,Haryana
site_5055,"General Hospital, Mandikhera - HSPCB",76.9938,27.9002,TRUE,51,Mandikhera,Haryana
site_5050,"Shyam Nagar, Palwal - HSPCB",77.3320667,28.1485564,TRUE,75,Palwal ,Haryana
site_5339,"Mini Secretariat, Charkhi Dadri - HSPCB",76.270653,28.593883,TRUE,127,Charkhi Dadri,Haryana
site_5047,"H.B. Colony, Bhiwani - HSPCB",76.141105,28.806223,TRUE,79,Bhiwani,Haryana
site_5054,"Huda Sector, Fatehabad - HSPCB",75.467934,29.503664,FALSE,,Fatehabad,Haryana
site_147,"MD University, Rohtak - HSPCB",76.37138,28.52123,TRUE,64,Rohtak,Haryana
site_161,"Sector-6, Panchkula - HSPCB ",76.85318056,30.7057778,TRUE,28,Panchkula,Haryana
site_5053,"Shastri Nagar, Narnaul - HSPCB",76.113115,28.060249,TRUE,46,Narnaul,Haryana
site_5072,"Rishi Nagar, Kaithal - HSPCB",76.4155,29.8006,TRUE,67,Kaithal,Haryana
site_5041,"Murthal, Sonipat - HSPCB",77.0621,29.0272,FALSE,,Sonipat,Haryana
site_5039,"Sector-2 IMT, Manesar - HSPCB",76.93609,28.360699,TRUE,98,Manesar,Haryana
site_5046,"Gobind Pura, Yamuna Nagar - HSPCB",77.2893471,30.1480566,TRUE,129,Yamuna Nagar,Haryana
site_5060,"Nathu Colony, Ballabgarh - HSPCB",77.319699,28.3419248,TRUE,72,Ballabgarh,Haryana
site_5265,"Kalyana Nagara, Chikkamagaluru - KSPCB",75.797056,13.328028,TRUE,39,Chikkamagaluru,Karnataka
site_162,"BTM Layout, Bengaluru - CPCB",77.5950804,12.9135218,TRUE,96,Bengaluru,Karnataka
site_164,"BWSSB Kadabesanahalli, Bengaluru - CPCB",77.6814488,12.9352049,FALSE,,Bengaluru,Karnataka
site_1553,"Bapuji Nagar, Bengaluru - KSPCB",77.539784,12.951913,TRUE,34,Bengaluru,Karnataka
site_165,"City Railway Station, Bengaluru - KSPCB",77.5660749,12.9756843,TRUE,92,Bengaluru,Karnataka
site_1554,"Hebbal, Bengaluru - KSPCB",77.585901,13.029152,TRUE,34,Bengaluru,Karnataka
site_1555,"Hombegowda Nagar, Bengaluru - KSPCB",77.5901,12.938539,TRUE,16,Bengaluru,Karnataka
site_1556,"Jayanagar 5th Block, Bengaluru - KSPCB",77.584908,12.920984,TRUE,34,Bengaluru,Karnataka
site_163,"Peenya, Bengaluru - CPCB",77.494094,13.0270199,FALSE,,Bengaluru,Karnataka
site_166,"Sanegurava Halli, Bengaluru - KSPCB",77.5431385,12.990328,FALSE,,Bengaluru,Karnataka
site_1558,"Silk Board, Bengaluru - KSPCB",77.622813,12.917348,TRUE,71,Bengaluru,Karnataka
site_5448,"B.Katihalli, Hassan - KSPCB",76.125258,13.008556,TRUE,28,Hassan,Karnataka
site_5266,"Vinoba Nagara, Shivamogga - KSPCB",75.555917,13.94,TRUE,50,Shivamogga,Karnataka
site_1447,"Deshpande Nagar, Hubballi - KSPCB",75.140726,15.351773,TRUE,17,Hubballi,Karnataka
site_5254,"Collector Office, Yadgir - KSPCB",77.1428,16.7602,TRUE,23,Yadgir,Karnataka
site_5418,"Naubad, Bidar - KSPCB",77.482194,17.930306,FALSE,,Bidar,Karnataka
site_5420,"Ashwini Nagar, Haveri - KSPCB",75.3896,14.7918,TRUE,14,Haveri,Karnataka
site_5125,"Hebbal 1st Stage, Mysuru - KSPCB",76.37376,12.21041,TRUE,42,Mysuru,Karnataka
site_5264,"Vidayagiri, Bagalkot - KSPCB",75.659694,16.172806,TRUE,46,Bagalkot,Karnataka
site_1565,"Lal Bahadur Shastri Nagar, Kalaburagi - KSPCB",76.822628,17.321993,TRUE,31,Kalaburagi,Karnataka
site_5391,"Stuart Hill, Madikeri - KSPCB",75.73505,12.415911,TRUE,11,Madikeri,Karnataka
site_5124,"Urban, Chamarajanagar - KSPCB",76.55521,11.55358,TRUE,34,Chamarajanagar,Karnataka
site_5422,"Devaraj Urs Badavane, Davanagere - KSPCB",75.9052,14.4758,TRUE,11,Davanagere,Karnataka
site_5415,"Diwator Nagar, Koppal - KSPCB",76.181767,15.34763,TRUE,22,Koppal,Karnataka
site_1557,"Chikkaballapur Rural, Chikkaballapur - KSPCB",77.731418,13.428828,TRUE,26,Chikkaballapur,Karnataka
site_5267,"Ibrahimpur, Vijayapura - KSPCB",75.722694,16.802639,TRUE,49,Vijayapura,Karnataka
site_5255,"Vijay Nagar, Ramanagara - KSPCB",77.298051,12.733409,TRUE,36,Ramanagara,Karnataka
site_5421,"Kadri, Mangalore - KSPCB",74.853,12.88925,TRUE,13,Mangalore,Karnataka
site_5433,"Brahmagiri, Udupi - KSPCB",74.74694444,13.34194444,FALSE,,Udupi,Karnataka
site_5419,"Panchal Nagar, Gadag - KSPCB",75.638133,15.411456,TRUE,13,Gadag,Karnataka
site_5414,"Haji Colony, Raichur - KSPCB",77.348417,16.208139,TRUE,25,Raichur,Karnataka
site_1551,"Tamaka Ind. Area, Kolar - KSPCB",78.1570122,13.1276288,FALSE,,Kolar,Karnataka
site_1395,"Indira Colony Vistar, Pali - RSPCB",73.340227,25.771061,TRUE,46,Pali,Rajasthan
site_1390,"Moti Doongri, Alwar - RSPCB",76.611536,27.554793,TRUE,64,Alwar,Rajasthan
site_1393,"Adarsh Nagar, Jaipur - RSPCB",75.836858,26.902909,TRUE,34,Jaipur,Rajasthan
site_134,"Police Commissionerate, Jaipur - RSPCB",75.7994901,26.9164092,TRUE,67,Jaipur,Rajasthan
site_1396,"Shastri Nagar, Jaipur - RSPCB",75.730943,26.9502929,TRUE,54,Jaipur,Rajasthan
site_1391,"RIICO Ind. Area III, Bhiwadi - RSPCB",76.862296,28.194909,TRUE,107,Bhiwadi,Rajasthan
site_1394,"Shrinath Puram, Kota - RSPCB",75.821256,25.14389,TRUE,52,Kota,Rajasthan
site_136,"Collectorate, Jodhpur - RSPCB",73.0193853,26.268249,TRUE,79,Jodhpur,Rajasthan
site_1392,"Civil Lines,  Ajmer - RSPCB",74.646594,26.470859,TRUE,97,Ajmer,Rajasthan
site_1397,"Ashok Nagar, Udaipur - RSPCB",73.6321397,24.5886166,TRUE,88,Udaipur,Rajasthan
site_5094,"SIDCO Kurichi, Coimbatore - TNPCB",76.978996,10.942451,FALSE,,Coimbatore,Tamil Nadu
site_293,"Alandur Bus Depot, Chennai - CPCB",80.1076538,12.9099161,TRUE,24,Chennai,Tamil Nadu
site_5361,"Arumbakkam, Chennai - TNPCB",80.2112,13.0664,TRUE,57,Chennai,Tamil Nadu
site_5365,"Kodungaiyur, Chennai - TNPCB",80.2642,13.1278,TRUE,60,Chennai,Tamil Nadu
site_5092,"Manali Village, Chennai - TNPCB",80.2584,13.1662,FALSE,,Chennai,Tamil Nadu
site_306,"Manali, Chennai - CPCB",80.26285,13.164544,TRUE,47,Chennai,Tamil Nadu
site_5363,"Perungudi, Chennai - TNPCB",80.2357,12.9533,TRUE,61,Chennai,Tamil Nadu
site_5364,"Royapuram, Chennai - TNPCB",80.2909,13.1036,TRUE,75,Chennai,Tamil Nadu
site_288,"Velachery Res. Area, Chennai - CPCB",80.2398125,13.0052189,TRUE,66,Chennai,Tamil Nadu
site_5367,"Meelavittan, Thoothukudi - TNPCB",78.099039,8.816428,TRUE,42,Thoothukudi,Tamil Nadu
site_5362,"Anthoni Pillai Nagar, Gummidipoondi - TNPCB",80.1081,13.4127,TRUE,15,Gummidipoondi,Tamil Nadu
site_5453,"Chandkheda, Ahmedabad - IITM",72.574648,23.107969,FALSE,,Ahmedabad,Gujarat
site_5450,"Gyaspur, Ahmedabad - IITM",72.553024,22.977134,FALSE,,Ahmedabad,Gujarat
site_308,"Maninagar, Ahmedabad - GPCB",72.591912,23.002657,TRUE,68,Ahmedabad,Gujarat
site_5452,"Raikhad, Ahmedabad - IITM",72.579261,23.020509,FALSE,,Ahmedabad,Gujarat
site_5451,"Rakhial, Ahmedabad - IITM",72.625775,23.016834,FALSE,,Ahmedabad,Gujarat
site_5454,"SAC ISRO Bopal, Ahmedabad - IITM",72.456691,23.041137,FALSE,,Ahmedabad,Gujarat
site_5455,"SAC ISRO Satellite, Ahmedabad - IITM",72.515201,23.023389,FALSE,,Ahmedabad,Gujarat
site_5456,"SVPI Airport Hansol, Ahmedabad - IITM",72.627874,23.076793,FALSE,,Ahmedabad,Gujarat
site_5449,"Sardar Vallabhbhai Patel Stadium, Ahmedabad - IITM",72.562968,23.04307,TRUE,29,Ahmedabad,Gujarat
site_5071,"Phase-1 GIDC, Vapi - GPCB",72.918013,20.362421,FALSE,,Vapi,Gujarat
site_5067,"Phase-4 GIDC, Vatva - GPCB",72.6435,22.969611,TRUE,69,Vatva,Gujarat
site_5458,"GIFT City, Gandhinagar - IITM",72.677768,23.163798,FALSE,,Gandhinagar,Gujarat
site_5457,"IIPHG Lekawada, Gandhinagar - IITM",72.68994,23.243639,FALSE,,Gandhinagar,Gujarat
site_5066,"Sector-10, Gandhinagar - GPCB",72.654328,23.221714,TRUE,35,Gandhinagar,Gujarat
site_5065,"GIDC, Ankleshwar - GPCB",73.010555,21.613267,TRUE,49,Ankleshwar,Gujarat
site_5274,"GIDC, Nandesari - Nandesari Ind. Association",73.097923,22.410802,FALSE,,Nandesari,Gujarat
site_5424,"Rajbagh, Srinagar - JKSPCB",74.81982,34.066206,TRUE,64,Srinagar,Jammu and Kashmir
site_5417,"Pan Bazaar, Guwahati - APCB",91.744194,26.1875,TRUE,31,Guwahati,Assam
site_5073,"Railway Colony, Guwahati - APCB",91.78063,26.181742,TRUE,20,Guwahati,Assam
site_5024,"Alipur, Delhi - DPCC",77.15301,28.815329,FALSE,,Delhi,Delhi
site_301,"Anand Vihar, Delhi - DPCC",77.315809,28.647622,TRUE,102,Delhi,Delhi
site_1420,"Ashok Vihar, Delhi - DPCC",77.181665,28.695381,FALSE,,Delhi,Delhi
site_108,"Aya Nagar, Delhi - IMD",77.1099364,28.4706914,TRUE,87,Delhi,Delhi
site_1560,"Bawana, Delhi - DPCC",77.051074,28.7762,TRUE,113,Delhi,Delhi
site_104,"Burari Crossing, Delhi - IMD",77.2011573,28.7256504,FALSE,,Delhi,Delhi
site_103,"CRRI Mathura Road, Delhi - IMD",77.2735737,28.5512005,TRUE,74,Delhi,Delhi
site_5393,"Chandni Chowk, Delhi - IITM",77.227234,28.656756,TRUE,98,Delhi,Delhi
site_118,"DTU, Delhi - CPCB",77.1112615,28.7500499,TRUE,91,Delhi,Delhi
site_1421,"Dr. Karni Singh Shooting Range, Delhi - DPCC",77.26484,28.498571,TRUE,59,Delhi,Delhi
site_1422,"Dwarka-Sector 8, Delhi - DPCC ",77.0719006,28.5710274,TRUE,104,Delhi,Delhi
site_106,"IGI Airport (T3), Delhi - IMD",77.1180053,28.5627763,TRUE,96,Delhi,Delhi
site_114,"IHBAS, Dilshad Garden, Delhi - CPCB",77.3025234,28.6811736,TRUE,116,Delhi,Delhi
site_117,"ITO, Delhi - CPCB",77.24106,28.628624,TRUE,84,Delhi,Delhi
site_1423,"Jahangirpuri, Delhi - DPCC",77.170633,28.73282,FALSE,,Delhi,Delhi
site_1424,"Jawaharlal Nehru Stadium, Delhi - DPCC",77.233829,28.58028,TRUE,94,Delhi,Delhi
site_5395,"Lodhi Road, Delhi - IITM",77.221667,28.588333,FALSE,,Delhi,Delhi
site_109,"Lodhi Road, Delhi - IMD",77.2273074,28.5918245,TRUE,76,Delhi,Delhi
